Date : 2024-02-01 22:26:01
Directory : /home/gabrielt/Git/OS
Total : 417 files,  1350 codes, 200 comments, 224 blanks, all 1774 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-a6b95f4e2b552aea                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-a7b1a7ea9176267d                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-aa17df1948be3c18                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-b423692737a05e1d                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-b4f88386146b95fd                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-b7eeb314a71e57f7                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-b9ec158e032c2836                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-bb707d7f1cadd079                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-c222be031b4458a1                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-c3e286f4288f4460                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-c4b0b0b482b4a2d1                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-c645b757a3ac75e2                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-c78108598e0087c5                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-d2bf871906d20efd                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-d47ee5f1e5bc4e48                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-d5eaf3173cc9077a                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-d78b02b87e8d5d16                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-dbfbfb3051fb0ec4                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-dfcce961a131fc76                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-e1d3527601b954e6                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-e203cc6537038fc0                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-e237142ece266cfd                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-e7e722b872deef10                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-ec391a1f6d477958                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-ef69a29ee9d0c40d                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-f4910c46b28278ca                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-fb495a2191a18837                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-feb128419244855e                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/blog_os-ff96c2c25b64c585                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootimage-372881dda67e2c62                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootimage-9d9df117b37e05c6                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-08e011b331976a46                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-11f938c57f32ebcc                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-3cb8ea5c7663d27a                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-443a8928a7e8390c                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-44ca8e7c67fcffaf                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-51c17e837f03f010                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-5cc231755771ccc1                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-5df2d305b688aa65                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-66e87eac7664fd97                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-7ec7eeb6952a3e23                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-900175f1f493622f                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-97bc9323d7749469                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-ad3e61537ee8cc48                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-af653729b7e24431                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-ba5e37cd684d3e4e                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-ba65d7eda5200217                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-ddf37ac907886b6f                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/bootloader-efdf47dce3f1f4b2                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/byteorder-0a8ef4eb422e8f30                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/byteorder-1976cee77bdfd3c9                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/byteorder-654366794acbcc63                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/byteorder-a196b7cfc9a1ecb9                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/byteorder-d94001d0168c526b                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/byteorder-dbe2de9884b07e89                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/cargo_metadata-c8907eaf2f9747ce                                                                                             |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/cargo_metadata-d9d34e253fd43b7b                                                                                             |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/cfg-if-f379ee8ede097400                                                                                                     |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/compiler_builtins-2f65d598c7cbe7b1                                                                                          |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/compiler_builtins-5e1dec18b000b1aa                                                                                          |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/compiler_builtins-6eb2e6a850738c84                                                                                          |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/compiler_builtins-7f5855a02bdae31b                                                                                          |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/compiler_builtins-bb7a1fadcab71c4b                                                                                          |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/compiler_builtins-d70e89dd230eacc1                                                                                          |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/core-01e037b8ec25f63a                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/core-5bd8e93bf2ec8ec6                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/core-7920be561b0af6a4                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-4bcc467b695bb7a6                                                                                          |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-8f3a32b69d7541cf                                                                                          |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-core-254deadb5213da4f                                                                                     |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-core-49b268383188b375                                                                                     |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-core-65b1c515d040d62e                                                                                     |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-core-85d7d6d4a9de21c0                                                                                     |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-core-c3bde47c4e6a5602                                                                                     |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-core-efa2b8528fca5bed                                                                                     |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-d2c755e2e7b07513                                                                                          |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-e2167a8e03ae2338                                                                                          |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-f5fb6d398afa6578                                                                                          |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-graphics-f72dbf3e52e71b50                                                                                          |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/embedded-time-ecce22d17b9e8b63                                                                                              |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/float-cmp-2ef128c5ab848462                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/float-cmp-6997254f1437d87b                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/float-cmp-78f0fc730256cb34                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/float-cmp-95785b93e7acc6a1                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/float-cmp-959b4f7284c40ced                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/float-cmp-ba93bde334978edf                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/itoa-2acd09ea43594766                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/itoa-4cf43d7f97c08936                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/itoa-d2dba3be4055ee6b                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/json-280fcfe273aa7500                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/json-cd2d128e3fa874b1                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-26343ff5a49a9deb                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-30658a1653c4e88e                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-6f0d0d307dd6c316                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-74f32f1c413c80c6                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-a66abc51214a8bae                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-b770c96320465929                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-b7dd47977ab2b831                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-f6018d597b4bfbfc                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lazy_static-fc776e5d244be870                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/linked_list_allocator-84c07de0c5b326e4                                                                                      |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/linked_list_allocator-b709d3978888c339                                                                                      |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/linked_list_allocator-e8dfeda5adc8ec10                                                                                      |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/llvm-tools-154501f3aaeb5aed                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/llvm-tools-4d9cbd7e721e5466                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/llvm-tools-5acf29d71649c85b                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/locate-cargo-manifest-0947c4ac895fd00b                                                                                      |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/locate-cargo-manifest-efadc513035539df                                                                                      |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lock_api-2fab5271c1fe37a1                                                                                                   |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lock_api-67941844b56e6404                                                                                                   |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lock_api-6a2ff7a393d442c7                                                                                                   |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/lock_api-dcc0756d095273b2                                                                                                   |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/log-01469721eaf8f11b                                                                                                        |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/micromath-83a8df3e5aa06dc3                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/micromath-86e51c78ae84018f                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/micromath-d09e56b55763cc20                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/micromath-e3987f0a44520b8f                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/micromath-ed8e3360ef182d10                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/micromath-f969bcff6e7ef111                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-acd8c58cf0e4c433                                                                                                        |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-complex-6826436cfcb7842e                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-integer-08184d4b1e74d508                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-integer-11676472f15bf4d8                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-iter-3bad33e729c8ebd3                                                                                                   |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-iter-ac4c18cc64fc8541                                                                                                   |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-rational-5d26430cf1873115                                                                                               |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-rational-b7ee000b1ac3f045                                                                                               |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-1f06fd4a3bec900c                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-286f9ee70c95e9b6                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-2f76f7e27caa132b                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-5e74f1411879e2f8                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-6a44f65609f7fe88                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-a280fac99d2975f6                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-bbb6914417a32240                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-da3f1162d83bd5b6                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-dc5f28cfeb8bf667                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/num-traits-f5d22a4234eddedd                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/pc-keyboard-024fea110243bcae                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/pc-keyboard-b6d99e237d0692c7                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/pc-keyboard-ca973799ef4923c5                                                                                                |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/pic8259-258570079f07b36f                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/pic8259-28cfe5d18a6ed231                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/pic8259-f7af87f4548c88d0                                                                                                    |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/pin-project-lite-ef894fb36808bf00                                                                                           |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/pin-utils-cc15528064a24b37                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/rustc-std-workspace-core-0a635964f3116f4c                                                                                   |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/rustc-std-workspace-core-92952bb4b44e8825                                                                                   |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/rustc-std-workspace-core-fdd8ee5e8274d7c9                                                                                   |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/ryu-8b6ecd7ce082eb0a                                                                                                        |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/ryu-db879cc36a58dd57                                                                                                        |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/ryu-df13c83ac1b9c193                                                                                                        |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/scopeguard-0d876212ce46a979                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/scopeguard-3f00346969af21e4                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/scopeguard-d92ed5b6c324ca35                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/semver-4713a8855b4f7d4b                                                                                                     |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/semver-ceb70f75e0d518cf                                                                                                     |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/semver-parser-1bf0a3ba972432ac                                                                                              |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/semver-parser-3b2c87b06e0606be                                                                                              |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/serde-2e738ee360962aa1                                                                                                      |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/serde-3ebf69427d6ca18e                                                                                                      |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/serde-5913c4b40767784c                                                                                                      |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/serde_json-6a88f87011cc4167                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/serde_json-e10448b697dc5953                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/serde_json-fcee4eaa8135f4d3                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/slab-3f8bcfdba4ec8593                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/spin-2137ecece4e60980                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/spin-30cd6a6248a81ba5                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/spin-4a42f17d01343fd3                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/spin-4e9a16bd1ca77658                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/spin-543d49368e7c9ee6                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/spin-593ddf44472d9416                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/spin-9a8ba24e9c533872                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/spin-a15e87d14e213c2c                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/spin-ed53847aed7120e1                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/spinning_top-c21e6a4c46625868                                                                                               |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/spinning_top-ca4b15e542de03bd                                                                                               |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/spinning_top-f5fca8b759abe088                                                                                               |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/thiserror-2cb882a755f353e4                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/thiserror-b1300136ca0d484c                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/thiserror-bead79e412b2a5c1                                                                                                  |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/toml-77c9e4733883878e                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/toml-8d4e9ffc0ab308a9                                                                                                       |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/tsc-046adf287f603cfc                                                                                                        |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/tsc-3e210932f7192abc                                                                                                        |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/uart_16550-7df7e482dda88c23                                                                                                 |          1 |          1 |          0 |          0 |          1 |
| blog_os/target/x86_64-blog_os/debug/.fingerprint/uart_16550-98c1ca55c22ea318                                                                                                 |          1 |          1 |          0 |          0 |          1 |
